text,system_response,emotion
정말 어린 아이처럼 울고 싶은 기분이야.,울고 싶은 기분을 나아지게 하기 위해서 어떤 방법이 있을까요?,슬픔
내일 우리의 결혼 생활에 변화가 필요하다고 이야기해야겠어.,남편의 도움으로 개인 시간이 생겼으면 좋겠어요.,슬픔
아들에게 좋은 말 많이 해주고 잘 챙겨주어야겠어.,아드님에게 잘해주셔서 사이가 더욱 좋아지시길 바라요.,슬픔
딸한테 영양제를 찾아봐 달라고 했는데 관심도 없는 것 같아서 서운해.,딸의 태도 때문에 실망하셨군요.,슬픔
항상 일도 열심히 하시고 밑에 있는 직원들에게도 친절하시거든.,정말 멋있는 분이군요. 신뢰가 가겠어요.,기쁨
매일 집에만 있으니까 우울증이 온 거 같아. 너무 힘들어.,예전에는 우울한 상황에서 어떻게 벗어났나요?,슬픔
또 최종 면접에서 떨어졌어. 나는 안 되는 사람인가 봐.,정말 힘든 일을 겪으셨군요. 마음고생이 심하시겠어요.,분노
아무래도 이름을 올려놓는 게 좋을 것 같아.,이름을 올려놓으셔서 잘 해결되셨으면 좋겠네요.,분노
어. 그 친구 사라지니 좀 안심되고 담임선생님도 뭔가 신나보여.,신나기까지 하다니 선생님이 고생 무지 하셨나봐요.,기쁨
먼저 얘기를 시도하고 문제를 고쳐나가야겠어.,친구와 원활한 대화로 다시 친해지길 바라요.,분노
납골당에 가서 사진이라도 보고 와야겠어.,납골당에 다녀오시고 마음이 한결 편해지시면 좋겠어요.,슬픔
자꾸 요즘에는 안 좋은 생각이 들어.,그런 생각을 하시면 안 돼요. 무슨 일이 있으신가요?,분노
생에 처음 받아보는 생일축하 파티를 해줬어.,크게 실망하셨겠군요. 혹시 친구가 생일을 알고 있나요?,슬픔
손자가 천식으로 쓰러졌다는 전화를 받고 엄청 놀랐어.,손자가 천식으로 쓰러져 많이 놀라졌겠군요.,기쁨
나만 그런 게 아니라 남들도 함께 겪는 과정이라는 것을 명심해야지.,함께 겪는 과정이라고 생각하며 상황이 나아지길 바라요.,분노
그렇지. 내 기준대로 꾸준히 운동하면서 체중 유지 건강 유지를 위해 노력해야겠어.,네. 건강 관리 꾸준히 잘하시기를 응원할게요.,분노
친구는 스트레스를 견디지 못하겠더래. 근데 나는 스트레스가 마음에 달렸다고 생각해. 나는 이겨 낼 자신 있다고.,아무리 스트레스받아도 마음만 먹으면 충분히 이겨내실 수 있다는 말씀이네요.,기쁨
너무 좋은 사람들이 곁에 있어서 다행이야.,좋은 분들이 이웃이라 행복하시겠어요.,기쁨
이번에 회사에서 승진을 기대했는데 떨어졌어.,승진을 못 하셨군요?,분노
눈물밖에 안 나오네.,두 분을 도와줄만한 사람은 없나요?,슬픔
맞아. 시간 약속을 지키는 것은 기본이라고 생각하는데 기본이 안 된 사람이 많네.,조금만 더 신경 쓴다면 시간 약속을 지킬 수 있을 텐데 말이죠.,슬픔
원수같이 싸우고 난 뒤인데 그런데 또 보고 싶어. 참 이상하지?,남자친구분을 많이 좋아하시나 봐요.,분노
엄마랑 이야기하기 싫어.,왜 그런 기분이 드셨나요?,분노
둘이 있을 때 폭력을 휘두르는데 사람들 앞에서는 착한 남편인 척하는 게 구역질 나.,폭력적인 남편의 이중적인 모습에 구역질이 나시는군요. 좀 더 말씀해주세요.,분노
양쪽에서 스트레스를 주니까 화병이 생겼어.,어떻게 하면 스트레스가 해소될까요?,슬픔
돈을 냈는데도 수술 못하게생겼네. 진짜 역겨운 기분이야.,수술 못하게된 이유가 뭔가요?,분노
생각해보니 내 말만 하는 경우가 많은 것 같아. 조금 더 아이 말을 들어봐야 할 것 같아.,아이와 충분한 대화를 해서 지금 상황을 잘 극복하기 바라요.,분노
자기가 힘든 것은 괜찮은데 남편이 세상을 떠날까 봐 친구가 노심초사하고 있지. 친구 남편 건강이 회복되면 좋겠어.,친구 남편분이 빨리 건강 찾으면 좋겠네요.,슬픔
친구에게 선물을 받았어. 뜻밖의 선물이라서 기뻤어.,기대하지 못했던 선물을 받아 기분이 좋으셨겠어요.,기쁨
꾸준한 운동으로 체력이 많이 좋아진 것 같아서 기뻐.,체력이 좋아지셨다니 정말 좋으시겠어요.,기쁨
내가 일부러 그러는 것도 아니고 이것도 질환인데 정말 정이 떨어져.,그런 상황에서 많이 화나시겠어요. 어떻게 해야 기분이 전환될까요?,분노
매번 그런 식인데 진짜 너무 아니지 않니? 선생님은 내가 베꼈다고 생각할지도 몰라.,내가 열심히 한 숙제를 베껴가지 못하게 하려면 어떤 방법이 있을까요?,분노
다른 직원들은 일요일은 출근 안 하겠다고 하니 나한테 시키는 거야. 너무한 거 아냐?,휴일도 없이 일하셔야 하셔서 무척 힘이 드시겠어요.,분노
검진표를 가져다가 보여주고 이제 걱정하지 말고 즐겁게 살자 해야지.,이제 아내분도 걱정을 덜고 두 분이 즐겁게 사셨으면 좋겠어요.,기쁨
대학교 시험에 떨어져서 너무 슬퍼.,슬프고 힘드시겠어요. 슬픔을 극복 할 수있는 방법은 무엇이 있을까요?,슬픔
동생이 숙제를 안 하고 노니까 엄마가 꾸중을 냈어.,이 상황에서 할 수 있는 일이 있을까요?,기쁨
하필 그때 다른 업무가 많아 밀려 있어서 그랬는데 지금은 후회되고 부장님한테 미안하기도 하구.,부장님은 그런 사정도 모르고 업무를 지시했나 보네요. 어떻게 할 생각인가요?,슬픔
나이가 칠순인데 모아놓은 돈이 없어. 마누라는 아픈데 돌볼 능력 없는 나 자신이 너무 싫어.,배우자께서 아프신데 부양 능력이 없으셔서 힘드시군요.,분노
그보다는 그냥 나 자신한테 화가 나.,화가 날 때 함께 있어 줄 누군가가 있었으면 좋겠네요.,분노
내가 가고 싶었던 학과에 합격을 했어. 정말 기뻐.,가고 싶었던 학과에 가게 되다니 좋은 일이네요. 축하해요.,기쁨
어떻게 풀어야 하나 고민이었는데 다행이지.,누가 먼저 화해의 말을 전했나요?,기쁨
오늘 졸업식인데 선생님께서 아프셔서 오지 못하셨어. 그동안 감사하다는 말도 못 했는데.,졸업식에 선생님을 못 뵈어 아쉬웠겠어요.,기쁨
동생은 오늘 또 삐졌는지 나랑 대화할 때 내 눈을 안 봐.,동생이 대화할 때 눈을 안 보는군요.,분노
집안일 목록을 만들어서 나눠보자고 해야겠어.,집안일 목록을 만들어 해결책을 제시하려고 하시는군요.,분노
그런 엄마가 돌아가시고 나를 지지해주는 사람은 없어졌어. 너무 힘들어서 죽고 싶은 심정이야.,어떻게 하면 부정적인 생각을 떨쳐낼 수 있을까요?,분노
자식들이 내가 늙으면 부양해주지 않을 거래서 너무 서운해.,자식들이 부양을 해주지 않으려 해 몹시 서운하시군요.,분노
오늘 우리 남편 아주 곤혹스러울 거야.,남편분에게 무슨 일이라도 생겼나요?,분노
당장 내일 어떻게 될지도 모르는데 미리 힘들게 살 필요가 있나 싶어.,미리부터 힘들게 사는 게 이해가 안 가시는군요.,슬픔
인생이 너무 허무해.,무슨 일이에요? 허무하다고 생각한 이유를 자세히 이야기해주실 수 있나요?,슬픔
나는 취업할 의지도 없는 백수인 거 같아 이런 내가 실망스러워.,자기 자신한테 실망하셨군요. 안쓰럽네요.,분노
딸이 엄마를 이해 못 하면 누가 이해하라는 거야. 한번 따끔하게 충고해줘야겠어.,어떻게 말을 해야 좋을까요?,분노
우리 가족은 나에게 거짓말을 하지 않고 항상 든든해.,믿을만한 좋은 가족을 두셔서 좋으시겠어요.,기쁨
짜증 나. 남편이나 애들이 전혀 집안일을 안 해서 전부 내가 다 해야 해.,집안일을 혼자 다 하시는군요. 지금의 그런 기분에서 벗어나기 위해서 해볼 수 있는 것이 어떤 것이 있을까요?,분노
옆집 할머니가 쿠키를 구워다 주셨어. 내가 먹어 본 중에 가장 맛있어.,맛있기까지 하다니 정말 감사한 마음이 들 것 같아요.,기쁨
여자친구가 결혼 얘기를 꺼냈는데 내가 결혼할 상황이 안돼서 슬퍼.,결혼할 수 있는 상황이 안 돼서 속상하시겠어요.,슬픔
왜 건강을 돌보지 않았을까? 주변에 건강한 친구들에게 열등감이 느껴져.,지금의 마음을 나아지게 할 수 있는 방법이 있을까요?,분노
예전에 사고 난 것 때문에 여러 가지로 제약이 많아.,불편하시겠어요. 구체적으로 힘든 점이 어떤 것들이 있을까요?,슬픔
주체가 안 돼! 정말 진심으로 너무 행복해.,이 기쁨을 표현하려면 어떻게 하는 게 좋을까요?,기쁨
계약기간이 만료됐는데 뽑히지 못해 눈물이 날 것 같아.,조금 더 자세히 설명해주시면 감사하겠습니다.,슬픔
명문대의 영어영문학과 가고 싶은데 지금 성적이면 합격 가능할 것 같아.,대단해요! 좋은 대학의 원하는 학과에 진학하면 정말 기쁘실 것 같아요.,기쁨
왜 내가 이상하대? 난 정말 정상인데?,어떻게하면 이 언짢은 기분을 떨쳐버릴수 있을까요?,분노
차린 음식도 별로 없었는데 밥을 한 그릇 뚝딱 먹더라고.,뚝딱 먹는 자식들이 고마우셨겠어요.,기쁨
이게 다 우리 부모님 덕분이지. 어릴 때부터 나한테 영어 공부를 시키셨거든. 영어를 잘한 게 결정적이었나 봐.,부모님께 정말 감사한 마음이시겠어요. 어릴 때부터 준비한 열매가 맺어졌네요.,기쁨
난 더 놀고싶고 하고싶은게 많은데 매일 의자에 앉아서 공부하고 내신 준비 해야해.,더 놀고 싶은데 내신준비를 해야해서 환멸을 느끼시는군요.,슬픔
나 스스로 생각해도 이런 내가 정말 안쓰럽다. 병원도 못가고 어쩌지.,비용 문제로 치료도 어려운 상황이군요. 어떡하면 좋을까요?,슬픔
아파트 가격이 많이 올라서 좋아.,아파트 가격이 올라서 기쁘시군요.,기쁨
손주 녀석에게 장난도 치고 용돈도 줘 봐야지.,네. 잘 해내시길 바라요.,슬픔
거래처 납부문서를 마감기한을 일 분 남겨두고 가까스로 제출해서 너무 다행이야.,시간을 넘기지 않아 무척 다행스러우시군요.,기쁨
밤낮없이 일하는데도 살림살이는 늘 그대로야. 가장으로서 체면이 말이 아니네.,열심히 사는 거에 비해 가난을 면치 못해서 가족들에게 미안하고 속상하시군요.,분노
부끄럽고 듣기 싫어. 그 별명은 안 불러줬으면 좋겠어.,그 별명이 불쾌하시군요. 어떻게 하면 친구들의 장난을 멈추게 하는 데 도움이 디될까요?,분노
마지막 상담 날에 편지를 써서 드리려고 해.,편지로 마음을 전하려고 하시는군요.,기쁨
정년퇴직 후 친구들과 당구 동아리를 만들었는데 모임을 못 하고 있네.,동아리 활동이 노년에 많은 도움이 된다던데 왜 못하게 됐어요?,분노
그런가 봐. 아직 은퇴가 남았지만 즐거운 은퇴 후를 생각해서 계속 열심히 일할 거야.,계속 열심히 일하신다니 은퇴 후를 위한 준비가 잘 되겠군요.,기쁨
치료에 전념해서 하루빨리 회복될 수 있도록 할 거야.,하루빨리 회복되셔서 남편과 행복하게 지내시길 바랄게요.,슬픔
회사에서 너무 힘들어서 조금 쉬고 싶다고 이야기해 볼까?,회사에서 너무 힘들었으니 조금 쉬고 싶다고 이야기해 보려고 하시는군요.,분노
무슨 일이 있으면 제일 먼저 달려와주던 손녀가 없으니 내 삶도 의미가 없어.,지금의 기분에서 벗어나기 위한 방법이 무엇이 있을까요?,슬픔
따돌림 당하는 친구랑 친해지고 싶은데 다가가기 조심스러워.,따돌림 당하는 친구에게 조심스러운 기분이 드시는군요.,분노
앞으로도 노력을 게을리하지 않겠어.,원하시는 결과가 있길 바랄게요.,분노
그러니까 말이야. 마주할 때마다 내가 죄인인 기분이야.,이를 해결하려면 어떻게 해야 할까요?,슬픔
내가 얼굴 비출 일이 별로 없다고 해도 이 회사에서 일한지가 몇 년인데 아무도 못 알아봤어!,회사에서 아무도 알아보지 못해서 기분이 나쁘셨군요.,분노
내가 나선다고 해결될 것도 아니고 걔들도 그만할 것 같지않아서.,어떤걸 기대를 하기엔 가망이 없는 상황이라고 생각하시는거군요?,슬픔
내 얼굴이 못생겨서 선생님께서는 그렇게 말씀하셨을까? 그런 말씀을 왜 하시는지 궁금해.,선생님이 황당해 하신 이유가 얼굴 때문인가 싶으시군요. 문제를 해결하기 위해 어떻게 하실 건가요?,분노
아들에게 백만 원을 어버이날 선물로 받았어.,어버이날 선물로 백만 원을 받으셨군요. 어떤 기분이 드셨나요?,기쁨
최근에 만나고 있는 남자가 있는데 왠지 잘될 것 같아.,새로운 인연을 만나게 되어 기대감이 높군요.,기쁨
내가 아파 보이지 않았으면 좋겠어.,어떻게 하면 아파 보이지 않을까요?,분노
은퇴 후에 점점 세상 정보나 소식에 둔해지는 것 같아서 나 자신이 초라하고 마음이 슬퍼.,세상과 멀어지는 것 같아서 마음이 많이 속상하시군요.,슬픔
물론 용서라는 단어면 무엇이든지 해결되겠지. 그러나 여자가 한을 품으면 그릇에 따라서 다르지만 손해를 보면서도 일을 저질러서 마감 하는 경우가 있는데 그게 우리 집의 경우지.,부인과의 관계가 개선되길 바라요.,슬픔
부모님과 멀지 않은 곳에 독립해서 부모님과 가까이 지낸다고 다시 말씀드려야겠어.,부모님이 지지하는 성공적인 독립이 될 수 있기를 바라요.,분노
